date,hour,day,post_type,category,traffic_source,cta,likes,comments,shares,saves,impressions,followers_gained,caption_length,hashtags
2025-09-18,2,Thursday,image,Fashion,Profile,0,696,19,40,99,19201,224,134,10
2025-10-07,22,Tuesday,image,Fitness,External,1,287,12,12,44,8098,273,114,12
2025-11-11,1,Tuesday,image,Comedy,External,0,423,0,23,74,6619,9,133,6
2025-04-30,13,Wednesday,reel,Comedy,Reels Feed,0,239,8,14,32,6805,328,126,13
2025-05-15,5,Thursday,image,Fitness,Home Feed,1,106,4,5,11,9198,260,131,6
2025-07-05,22,Saturday,reel,Comedy,External,0,107,1,2,11,8009,604,135,10
2024-12-24,17,Tuesday,reel,Lifestyle,Explore,0,133,5,8,24,5990,154,129,7
2025-03-26,23,Wednesday,carousel,Fashion,Reels Feed,0,68,0,3,18,8835,279,144,2
2025-02-19,1,Wednesday,carousel,Photography,External,1,142,4,6,26,4808,563,109,11
2025-08-30,11,Saturday,carousel,Lifestyle,Reels Feed,0,397,11,23,63,6792,388,117,11
2025-04-01,4,Tuesday,image,Comedy,Profile,0,91,1,3,19,3893,255,124,6
2024-12-29,9,Sunday,carousel,Travel,Hashtags,0,596,21,27,86,9414,735,118,5
2025-03-20,14,Thursday,carousel,Lifestyle,Home Feed,1,89,2,3,8,5656,464,126,7
2025-02-06,12,Thursday,reel,Travel,Hashtags,0,252,7,15,31,12175,898,118,8
2025-04-21,9,Monday,reel,Fitness,Explore,0,269,5,17,35,11757,665,110,16
2025-10-30,21,Thursday,reel,Beauty,Explore,0,204,5,8,43,3981,225,115,3
2025-03-18,16,Tuesday,carousel,Technology,Hashtags,0,229,12,12,42,5966,791,120,2
2025-02-24,12,Monday,carousel,Comedy,Explore,0,170,5,7,19,3617,583,109,7
2025-05-18,6,Sunday,carousel,Technology,Explore,0,139,5,7,15,13437,106,104,7
2025-01-05,21,Sunday,image,Fashion,Hashtags,0,107,3,3,18,2090,81,114,6
2025-10-13,3,Monday,carousel,Travel,External,1,0,2,9,11,5580,175,113,6
2025-04-28,1,Monday,image,Lifestyle,Profile,0,152,1,7,23,7893,214,114,8
2025-08-31,21,Sunday,reel,Technology,Hashtags,1,96,3,5,0,4766,193,135,11
2024-12-24,23,Tuesday,image,Food,External,0,157,5,4,26,7080,773,124,10
2025-05-15,21,Thursday,carousel,Comedy,Explore,1,87,1,2,26,4824,539,129,5
2025-10-15,4,Wednesday,image,Technology,Explore,0,308,11,0,40,8487,762,125,14
2025-10-16,9,Thursday,reel,Lifestyle,Hashtags,0,36,1,2,4,4127,400,125,8
2025-10-23,22,Thursday,carousel,Lifestyle,Hashtags,1,186,12,9,19,10852,800,119,12
2025-05-29,18,Thursday,carousel,Fashion,Profile,0,1059,21,54,171,5983,595,132,16
2024-12-08,8,Sunday,carousel,Music,Hashtags,0,1448,51,65,180,35690,163,98,5
2025-04-28,21,Monday,image,Photography,Hashtags,0,638,11,35,110,11928,167,107,3
2025-02-10,1,Monday,image,Food,Explore,0,92,2,3,16,1977,573,127,5
2025-09-08,20,Monday,carousel,Technology,Explore,0,95,3,7,11,2325,462,134,9
2025-02-21,21,Friday,image,Photography,Explore,1,369,11,20,59,22247,45,116,9
2025-05-22,8,Thursday,image,Food,Hashtags,1,100,4,2,14,2483,528,121,5
2025-05-14,12,Wednesday,image,Music,Profile,1,248,0,6,27,13158,247,135,10
2025-07-18,0,Friday,carousel,Technology,Profile,0,1234,41,53,163,20524,792,115,12
2025-03-17,14,Monday,image,Food,Explore,1,102,0,7,9,7345,550,129,6
2025-08-15,12,Friday,carousel,Photography,Reels Feed,0,121,5,9,16,4481,245,123,4
2025-02-10,13,Monday,image,Travel,Explore,0,419,11,24,62,9723,35,114,9
2025-03-24,10,Monday,reel,Lifestyle,Explore,1,81,4,7,19,5236,638,103,6
2025-06-02,1,Monday,image,Beauty,Home Feed,0,125,7,7,12,18073,775,113,5
2025-10-22,0,Wednesday,image,Fitness,External,1,783,20,53,117,11632,69,115,11
2025-05-24,10,Saturday,image,Comedy,Explore,0,343,8,14,63,8787,262,121,8
2025-08-30,20,Saturday,carousel,Beauty,Profile,1,680,18,35,98,10921,224,116,11
2025-01-19,21,Sunday,reel,Technology,Reels Feed,1,82,6,4,10,5260,136,116,8
2025-06-20,15,Friday,carousel,Technology,External,1,42,0,2,4,2285,490,120,5
2025-02-11,4,Tuesday,reel,Food,Profile,0,314,10,16,38,8362,523,111,13
2025-10-13,18,Monday,reel,Lifestyle,Reels Feed,0,123,2,5,0,3099,730,126,4
2025-08-10,21,Sunday,carousel,Music,Hashtags,1,190,9,10,30,3741,356,111,8
2025-09-25,9,Thursday,image,Fashion,Reels Feed,0,251,7,9,41,4827,216,122,9
2025-05-15,19,Thursday,image,Food,Explore,0,109,5,8,22,5427,565,124,5
2025-08-25,14,Monday,carousel,Fashion,Home Feed,1,433,15,25,65,8007,249,103,6
2024-12-14,1,Saturday,reel,Fitness,Profile,0,87,5,4,17,1598,137,117,8
2025-05-05,2,Monday,carousel,Photography,Home Feed,0,180,4,10,27,6131,996,120,7
2025-11-09,13,Sunday,carousel,Food,Profile,0,504,17,29,89,7517,504,113,8
2025-07-19,22,Saturday,reel,Fitness,Profile,0,212,4,12,34,4118,764,123,10
2025-05-12,16,Monday,carousel,Comedy,Explore,0,205,5,13,24,8241,530,117,2
2025-03-23,6,Sunday,carousel,Food,Profile,0,151,2,6,29,5870,947,93,8
2025-06-29,13,Sunday,image,Lifestyle,Reels Feed,1,88,0,3,8,1776,375,135,12
2025-03-30,9,Sunday,image,Lifestyle,Explore,0,112,5,8,18,4302,551,109,12
2024-11-20,15,Wednesday,image,Technology,Hashtags,0,91,1,1,16,5294,765,119,8
2025-09-16,13,Tuesday,reel,Comedy,Profile,1,120,5,12,17,2576,203,129,12
2025-10-20,13,Monday,image,Technology,Hashtags,1,926,28,45,134,21131,341,130,4
2025-08-10,22,Sunday,image,Fashion,Hashtags,0,361,0,23,54,13397,886,138,7
2025-11-04,9,Tuesday,image,Beauty,Hashtags,0,74,3,4,4,3651,1000,119,8
2025-10-25,14,Saturday,carousel,Music,Hashtags,0,136,6,4,16,2247,498,119,16
2025-04-15,21,Tuesday,image,Comedy,Hashtags,1,382,14,18,52,14878,351,113,11
2025-07-18,17,Friday,image,Photography,Profile,1,114,3,10,24,3533,409,123,9
2025-06-20,0,Friday,carousel,Music,External,0,33,0,1,3,2090,612,115,6
2025-06-16,2,Monday,image,Music,Hashtags,0,245,9,15,32,11075,255,114,13
2024-12-13,8,Friday,reel,Travel,Hashtags,0,641,24,0,83,14059,946,118,8
2025-04-24,9,Thursday,reel,Food,External,0,176,10,11,18,6989,406,101,9
2025-06-28,4,Saturday,carousel,Photography,Profile,1,112,2,9,16,8226,468,103,9
2025-05-31,4,Saturday,image,Comedy,Home Feed,0,283,14,14,43,5817,762,109,8
2025-05-13,14,Tuesday,carousel,Technology,Reels Feed,0,41,2,2,8,2734,509,124,5
2025-09-17,3,Wednesday,reel,Fashion,External,1,251,10,12,34,11429,142,118,11
2025-08-28,3,Thursday,carousel,Food,Reels Feed,0,141,7,7,24,2246,103,116,11
2024-11-26,22,Tuesday,reel,Travel,Hashtags,0,538,19,0,66,9453,433,110,5
2025-05-17,17,Saturday,carousel,Fashion,External,0,130,3,9,18,5899,951,115,7
2025-09-15,6,Monday,image,Comedy,External,0,773,23,43,118,15058,950,138,7
2025-03-25,19,Tuesday,reel,Beauty,Explore,0,106,7,7,17,3712,496,112,8
2025-08-28,21,Thursday,image,Music,Reels Feed,1,217,10,13,0,3647,170,117,10
2025-10-16,0,Thursday,image,Travel,External,0,429,11,26,75,11733,621,116,6
2025-02-11,13,Tuesday,image,Fashion,Explore,0,504,15,24,78,7035,935,130,10
2025-08-18,6,Monday,image,Technology,Reels Feed,1,546,17,31,78,11758,438,121,9
2025-01-01,18,Wednesday,carousel,Travel,Explore,0,88,3,3,12,8801,99,112,6
2025-06-05,8,Thursday,reel,Fashion,Home Feed,0,324,15,13,57,7718,17,116,10
2025-02-19,20,Wednesday,image,Travel,Reels Feed,0,283,2,12,0,17268,917,133,8
2025-06-13,11,Friday,reel,Technology,Hashtags,0,200,9,6,30,6947,718,139,12
2025-10-09,21,Thursday,image,Technology,Hashtags,1,210,8,10,34,5939,41,121,6
2025-01-29,9,Wednesday,image,Photography,Reels Feed,0,663,24,33,105,21844,611,131,7
2025-05-16,5,Friday,image,Lifestyle,External,0,584,14,25,96,15649,225,133,6
2025-01-15,22,Wednesday,carousel,Music,Home Feed,0,477,15,24,85,9917,214,122,8
2025-05-11,2,Sunday,reel,Food,External,0,123,2,7,26,4035,908,117,10
2025-08-15,10,Friday,carousel,Food,Reels Feed,0,124,4,7,16,7868,995,118,9
2025-01-04,0,Saturday,reel,Comedy,Hashtags,0,0,9,19,59,15698,261,113,10
2025-05-22,0,Thursday,reel,Fitness,Explore,0,52,3,4,5,1515,375,112,5
2025-02-05,6,Wednesday,image,Comedy,Explore,0,808,21,0,112,18283,80,101,10
2025-10-27,10,Monday,carousel,Fitness,Profile,0,286,9,20,48,16344,361,112,8
2024-11-29,9,Friday,reel,Travel,Home Feed,0,297,9,14,42,8520,824,111,10
2025-11-03,1,Monday,reel,Fitness,Explore,0,326,6,14,35,11782,641,113,8
2025-06-05,6,Thursday,carousel,Lifestyle,Explore,0,113,2,5,12,4912,254,114,9
2025-04-04,23,Friday,reel,Lifestyle,External,0,154,4,3,21,4943,38,135,10
2025-07-29,0,Tuesday,image,Music,Home Feed,0,124,5,7,29,1974,116,126,7
2024-12-03,4,Tuesday,carousel,Fashion,Explore,0,1203,38,50,187,46074,444,111,8
2025-10-03,17,Friday,image,Food,External,0,116,4,7,16,9709,344,125,6
2025-04-23,2,Wednesday,image,Music,Home Feed,0,248,0,10,31,6102,412,112,4
2025-03-08,4,Saturday,image,Lifestyle,Reels Feed,1,90,0,5,8,6309,612,102,6
2024-12-09,9,Monday,reel,Fashion,External,1,0,5,5,20,12735,52,120,5
2025-11-05,4,Wednesday,image,Comedy,Profile,1,585,12,30,105,6390,705,112,6
2025-08-31,17,Sunday,reel,Food,Home Feed,0,316,10,17,48,5573,50,131,8
2025-03-01,13,Saturday,carousel,Photography,Hashtags,1,368,7,0,53,5476,248,106,5
2025-01-13,3,Monday,carousel,Food,External,1,273,9,15,54,1867,228,113,4
2025-02-05,6,Wednesday,image,Travel,Home Feed,0,274,6,13,41,9891,681,111,8
2025-04-08,21,Tuesday,image,Beauty,Reels Feed,1,117,4,1,20,2359,450,125,8
2025-03-12,18,Wednesday,carousel,Food,External,0,173,5,7,23,3393,870,108,7
2025-01-20,19,Monday,carousel,Lifestyle,Hashtags,0,190,3,10,31,3018,199,113,8
2025-11-15,6,Saturday,image,Travel,Home Feed,0,120,2,9,19,3961,189,109,9
2025-09-16,10,Tuesday,image,Technology,Reels Feed,1,404,14,16,0,10091,84,134,5
2024-11-26,16,Tuesday,image,Fitness,Reels Feed,0,378,12,25,69,7576,397,131,11
2025-06-23,13,Monday,reel,Comedy,Explore,1,113,5,5,18,5126,581,112,10
2025-10-25,7,Saturday,carousel,Photography,Explore,0,59,2,5,5,6145,451,103,8
2025-08-08,23,Friday,image,Comedy,Explore,1,23,0,4,3,3423,181,128,8
2024-12-12,18,Thursday,carousel,Technology,External,0,377,12,19,50,9547,754,106,8
2024-12-25,21,Wednesday,carousel,Beauty,Home Feed,1,143,5,4,18,2300,470,124,4
2025-05-16,1,Friday,carousel,Food,Home Feed,0,146,4,13,16,2380,723,118,9
2025-04-05,7,Saturday,image,Music,Hashtags,1,52,3,0,4,3212,550,157,11
2025-03-05,10,Wednesday,image,Travel,External,0,261,9,21,40,10195,531,124,3
2025-06-12,23,Thursday,carousel,Photography,Home Feed,0,151,7,10,20,14444,753,104,10
2025-04-27,18,Sunday,carousel,Technology,Explore,0,599,15,31,105,16998,67,107,12
2025-04-09,5,Wednesday,carousel,Beauty,Reels Feed,0,92,2,4,13,2367,163,146,8
2025-05-28,10,Wednesday,carousel,Comedy,Profile,0,105,1,4,0,4170,163,123,7
2025-08-04,16,Monday,carousel,Technology,External,0,37,0,1,5,3092,196,113,11
2025-04-21,15,Monday,carousel,Photography,Reels Feed,1,40,2,2,3,1404,164,124,9
2025-11-17,19,Monday,image,Photography,Reels Feed,1,321,10,21,62,12729,118,107,4
2024-11-26,8,Tuesday,reel,Beauty,Hashtags,1,451,18,23,67,18026,488,111,10
2025-11-17,12,Monday,carousel,Comedy,Explore,0,607,23,39,106,10223,675,120,6
2025-06-08,6,Sunday,image,Lifestyle,Profile,0,95,5,1,15,5700,194,117,5
2025-10-25,15,Saturday,image,Photography,Home Feed,1,412,18,24,63,7961,67,110,9
2025-07-24,3,Thursday,image,Travel,Profile,0,741,22,31,125,33358,216,106,13
2025-04-24,10,Thursday,image,Travel,Hashtags,1,161,6,8,24,2643,943,107,17
2025-02-09,18,Sunday,carousel,Fitness,Home Feed,0,1109,36,61,159,46568,232,109,9
2024-11-27,13,Wednesday,image,Comedy,Explore,1,0,7,20,51,7848,511,123,5
2025-01-15,14,Wednesday,image,Technology,Explore,1,121,3,3,15,10757,310,103,3
2025-03-26,7,Wednesday,image,Travel,Reels Feed,0,133,4,3,17,7591,839,115,6
2025-08-04,11,Monday,reel,Beauty,Explore,0,13,1,0,1,915,8,130,10
2025-08-27,10,Wednesday,reel,Technology,Reels Feed,0,178,4,7,29,5420,342,113,9
2025-10-09,23,Thursday,reel,Comedy,Reels Feed,0,124,3,8,22,3305,821,130,4
2025-10-12,5,Sunday,reel,Beauty,Explore,1,64,2,2,3,4908,120,102,9
2025-03-22,22,Saturday,carousel,Food,External,0,167,7,3,24,10207,63,125,7
2025-06-29,12,Sunday,reel,Fashion,Explore,0,19,0,0,2,1360,339,135,6
2025-01-02,17,Thursday,carousel,Travel,Home Feed,0,120,2,5,23,12755,33,105,12
2024-12-24,2,Tuesday,image,Travel,Profile,1,213,9,16,34,11389,157,108,14
2025-05-17,19,Saturday,image,Fitness,Explore,0,575,16,28,90,11964,881,130,6
2025-06-25,21,Wednesday,image,Lifestyle,External,1,126,2,8,13,4605,582,111,8
2025-02-05,1,Wednesday,carousel,Fitness,External,0,393,13,25,60,7877,984,124,6
2025-04-02,2,Wednesday,carousel,Comedy,Profile,1,340,9,4,46,7274,453,133,7
2025-06-08,7,Sunday,image,Fitness,Explore,0,252,6,16,47,12808,768,115,7
2025-09-06,2,Saturday,image,Lifestyle,Profile,0,104,0,5,12,2691,215,107,8
2025-07-17,9,Thursday,image,Lifestyle,Explore,1,843,9,21,0,5035,299,124,6
2025-11-11,23,Tuesday,image,Photography,Hashtags,1,130,4,9,27,6062,846,136,9
2025-08-08,6,Friday,carousel,Photography,Reels Feed,0,625,22,25,89,18743,145,111,9
2025-09-24,8,Wednesday,image,Fashion,External,0,387,17,21,59,8439,777,111,6
2025-06-09,21,Monday,carousel,Beauty,External,1,289,10,7,50,17020,162,123,7
2025-07-04,20,Friday,image,Food,External,0,162,3,13,22,9323,250,113,5
2025-03-31,17,Monday,reel,Lifestyle,External,0,414,12,27,72,5303,251,133,12
2025-06-13,15,Friday,reel,Food,Profile,0,271,7,11,45,6097,498,116,7
2025-09-26,16,Friday,image,Travel,Explore,1,49,0,2,9,4910,102,136,7
2025-05-06,19,Tuesday,reel,Music,Profile,0,19,0,0,6,1974,499,149,6
2025-01-23,6,Thursday,reel,Fashion,Reels Feed,0,382,13,14,0,11759,9,105,6
2025-02-14,18,Friday,carousel,Comedy,Profile,1,227,12,11,31,7459,106,119,10
2025-03-02,4,Sunday,image,Technology,Explore,0,392,16,26,59,7832,677,112,9
2025-08-14,23,Thursday,image,Food,Explore,0,13,1,2,2,1932,939,135,7
2025-03-11,14,Tuesday,carousel,Fitness,External,1,181,0,9,21,3794,841,105,8
2025-04-27,1,Sunday,reel,Lifestyle,Home Feed,0,661,20,44,90,11848,739,122,8
2025-09-13,14,Saturday,image,Food,External,0,347,18,18,63,6805,127,115,7
2025-04-22,20,Tuesday,carousel,Technology,Explore,1,111,5,9,20,2929,188,112,3
2025-01-01,4,Wednesday,image,Lifestyle,Profile,0,632,15,30,84,19114,242,118,5
2025-09-27,13,Saturday,carousel,Comedy,External,0,56,0,1,2,4549,851,128,4
2025-06-12,18,Thursday,carousel,Music,Reels Feed,0,261,10,22,34,7099,490,114,7
2024-12-04,1,Wednesday,carousel,Fitness,Profile,0,176,8,5,32,6045,260,132,6
2025-08-09,19,Saturday,image,Food,Hashtags,0,450,15,14,74,9268,41,118,12
2025-04-17,20,Thursday,carousel,Photography,Profile,0,466,7,27,62,7485,758,129,4
2025-04-08,18,Tuesday,carousel,Fashion,Explore,0,2574,76,125,373,53876,461,127,6
2025-08-13,5,Wednesday,carousel,Food,Explore,0,445,12,31,70,8114,507,123,10
2025-06-04,20,Wednesday,carousel,Food,External,1,203,7,10,45,5247,791,136,9
2025-02-26,18,Wednesday,image,Technology,Profile,0,101,0,6,20,9017,475,124,8
2024-12-25,9,Wednesday,carousel,Technology,Profile,1,106,5,5,10,2004,801,103,6
2025-11-05,15,Wednesday,reel,Fashion,Home Feed,0,133,5,5,24,15242,587,120,5
2025-11-15,16,Saturday,carousel,Food,Home Feed,1,320,11,15,41,5318,864,132,6
2025-04-22,9,Tuesday,carousel,Beauty,Explore,0,50,1,4,10,1922,432,132,6
2025-06-29,12,Sunday,carousel,Comedy,Explore,1,104,5,7,15,3842,5,118,9
2025-09-02,12,Tuesday,carousel,Technology,Explore,1,470,10,25,62,13258,838,115,8
2025-08-14,13,Thursday,image,Technology,Reels Feed,0,79,3,3,13,2346,294,111,6
2025-10-25,18,Saturday,carousel,Beauty,Reels Feed,1,644,25,37,79,33007,121,129,9
2025-02-23,18,Sunday,image,Lifestyle,Home Feed,1,281,9,13,44,9705,662,130,6
2025-06-29,4,Sunday,image,Food,Explore,0,126,2,7,17,10041,500,113,1
2025-01-23,8,Thursday,image,Fashion,Home Feed,0,80,4,5,7,5021,198,112,9
2025-08-08,14,Friday,reel,Technology,Reels Feed,0,317,18,11,50,5286,994,122,15
2025-10-11,11,Saturday,image,Fashion,Hashtags,0,134,5,6,22,3314,818,116,4
2025-06-01,3,Sunday,carousel,Fashion,Reels Feed,1,445,12,18,58,14138,478,118,12
2025-01-26,17,Sunday,carousel,Comedy,Reels Feed,0,106,2,9,16,5758,274,110,10
2024-11-19,0,Tuesday,image,Photography,Reels Feed,0,363,9,14,54,11336,951,110,3
2025-04-11,11,Friday,image,Technology,Hashtags,0,582,12,27,84,4593,196,138,9
2025-10-25,22,Saturday,image,Fitness,External,1,187,6,12,30,6818,325,133,9
2025-09-25,21,Thursday,image,Lifestyle,Home Feed,0,94,2,7,9,3134,949,95,8
2025-10-06,8,Monday,image,Fashion,Hashtags,0,249,3,11,33,8215,426,121,7
2025-08-11,3,Monday,carousel,Technology,External,1,739,23,28,113,18328,149,118,8
2025-05-27,5,Tuesday,image,Lifestyle,Home Feed,1,45,0,3,8,2758,582,137,4
2024-11-20,1,Wednesday,reel,Fitness,Hashtags,0,57,6,6,9,1930,462,134,9
2025-11-14,10,Friday,carousel,Technology,Hashtags,0,505,8,30,74,13709,910,137,2
2025-08-07,10,Thursday,image,Food,Explore,1,131,1,4,15,7448,739,102,11
2025-05-31,4,Saturday,image,Fashion,Explore,1,97,2,8,17,4987,430,128,6
2025-10-31,22,Friday,carousel,Fitness,Home Feed,0,99,3,4,11,7023,86,135,7
2025-07-29,5,Tuesday,image,Food,Hashtags,1,134,0,7,15,6988,657,119,6
2024-11-19,0,Tuesday,image,Fashion,Explore,0,87,3,5,10,3571,763,123,8
2025-10-01,2,Wednesday,reel,Travel,Hashtags,1,253,9,12,38,4000,907,132,6
2025-02-09,20,Sunday,carousel,Music,Explore,1,83,3,1,13,2806,737,133,6
2025-01-23,8,Thursday,reel,Beauty,External,1,0,2,16,33,3019,686,116,11
2025-06-14,0,Saturday,reel,Fashion,Profile,0,205,7,8,31,6188,956,119,8
2025-06-13,12,Friday,carousel,Fitness,Explore,0,158,3,8,20,3957,639,94,9
2025-07-01,16,Tuesday,image,Fitness,Home Feed,0,246,12,11,36,8936,726,113,13
2025-01-23,15,Thursday,image,Music,Profile,0,515,17,28,75,20129,312,118,11
2025-10-18,11,Saturday,reel,Technology,Hashtags,1,111,1,7,20,2793,467,124,7
2025-09-19,1,Friday,reel,Beauty,External,0,55,1,5,8,5127,593,139,6
2025-11-18,3,Tuesday,image,Lifestyle,Explore,0,105,0,4,13,5161,358,136,7
2025-09-08,12,Monday,reel,Fashion,Explore,0,293,6,12,41,10064,670,134,6
2025-01-12,5,Sunday,carousel,Technology,Reels Feed,0,103,3,4,6,3562,587,125,8
2025-04-23,16,Wednesday,image,Food,Explore,0,240,4,8,34,11509,332,105,7
2025-09-07,22,Sunday,image,Lifestyle,Profile,0,103,3,7,18,2323,24,109,10
2025-05-06,15,Tuesday,image,Beauty,Explore,1,467,13,26,77,19977,248,93,9
2025-01-09,8,Thursday,image,Technology,Reels Feed,0,182,9,4,21,2836,491,123,11
2025-09-10,14,Wednesday,reel,Photography,Home Feed,1,81,0,1,0,1773,643,109,9
2025-09-04,1,Thursday,reel,Lifestyle,External,0,597,10,32,82,19376,271,112,9
2025-11-03,1,Monday,image,Comedy,Reels Feed,0,39,2,2,7,4177,780,101,14
2025-05-15,16,Thursday,image,Comedy,Reels Feed,0,213,3,9,24,3441,300,120,5
2025-01-13,13,Monday,carousel,Fashion,Profile,0,21,0,2,2,3059,435,115,8
2025-04-20,14,Sunday,carousel,Fashion,Reels Feed,0,1007,34,42,140,16281,342,126,9
2025-06-16,1,Monday,image,Fashion,Reels Feed,0,1698,63,120,270,13474,56,132,3
2025-10-17,2,Friday,image,Beauty,Explore,1,90,4,6,13,3115,531,122,6
2025-04-14,17,Monday,image,Photography,Reels Feed,0,115,3,8,14,3002,557,112,10
2024-11-30,4,Saturday,reel,Technology,Hashtags,0,15,0,1,3,1848,522,119,5
2025-01-12,3,Sunday,image,Food,Explore,0,154,3,7,23,7306,287,126,7
2025-05-15,6,Thursday,carousel,Travel,Reels Feed,0,502,16,23,64,15969,116,114,9
2025-01-14,6,Tuesday,image,Fitness,Reels Feed,1,146,2,10,20,5394,828,122,7
2025-04-03,22,Thursday,reel,Food,Home Feed,1,71,4,4,0,2635,994,120,13
2025-02-03,4,Monday,carousel,Technology,Profile,1,223,6,12,36,3827,459,123,4
2025-10-26,19,Sunday,reel,Photography,Home Feed,0,83,3,2,14,6088,55,140,8
2025-02-02,14,Sunday,image,Beauty,External,0,133,4,11,17,7219,196,111,7
2025-01-24,23,Friday,carousel,Lifestyle,Home Feed,0,426,10,26,55,16090,975,105,11
2025-03-01,19,Saturday,carousel,Food,Reels Feed,1,86,3,6,16,6016,247,117,6
2025-05-25,4,Sunday,reel,Lifestyle,Reels Feed,1,67,4,1,9,7909,699,120,7
2025-07-11,23,Friday,image,Travel,Reels Feed,0,157,0,8,32,4068,403,112,4
2024-12-26,13,Thursday,image,Technology,Reels Feed,1,309,7,11,44,5302,248,104,6
2025-09-17,2,Wednesday,reel,Photography,Home Feed,0,155,8,8,18,17313,757,139,5
2024-12-09,22,Monday,image,Technology,Profile,1,332,12,14,40,9717,385,121,9
2025-03-09,0,Sunday,reel,Fitness,Explore,0,159,2,9,23,4883,143,126,6
2025-03-25,1,Tuesday,carousel,Beauty,Hashtags,1,576,19,23,84,20882,97,119,7
2025-06-08,12,Sunday,carousel,Fitness,Profile,1,105,5,6,15,6698,292,140,10
2025-10-03,1,Friday,image,Technology,Profile,0,391,15,25,60,7931,830,117,11
2025-05-06,10,Tuesday,carousel,Fitness,Explore,1,91,1,1,17,1625,700,131,6
2025-02-09,4,Sunday,carousel,Music,External,0,394,16,28,57,5948,913,128,8
2025-01-06,11,Monday,carousel,Technology,External,0,338,10,14,55,11073,367,127,7
2025-03-12,17,Wednesday,image,Photography,Home Feed,0,222,7,8,0,4073,541,106,10
2025-06-30,19,Monday,carousel,Food,External,0,195,10,5,0,4460,85,138,8
2025-05-24,16,Saturday,reel,Photography,Explore,0,81,3,2,12,8969,132,120,8
2025-02-20,12,Thursday,carousel,Music,External,0,189,6,9,30,3882,33,122,9
2025-03-15,5,Saturday,image,Food,Explore,0,229,4,9,29,5137,658,127,7
2025-03-03,9,Monday,carousel,Music,External,0,236,8,8,32,6096,530,130,12
2025-05-23,0,Friday,image,Food,Profile,1,55,4,4,6,3448,847,114,10
2025-01-15,17,Wednesday,reel,Photography,Profile,0,127,0,3,23,2040,426,114,6
2025-10-12,3,Sunday,carousel,Technology,External,0,44,1,1,3,1236,203,117,4
2025-08-20,3,Wednesday,carousel,Fashion,Profile,1,84,2,4,13,5278,239,135,11
2025-11-06,8,Thursday,image,Comedy,External,1,892,0,38,142,14612,800,120,11
2025-03-31,4,Monday,carousel,Comedy,Reels Feed,1,71,3,4,6,4355,205,120,12
2025-08-28,9,Thursday,carousel,Music,External,1,344,8,19,35,8641,585,131,10
2025-04-24,11,Thursday,reel,Comedy,Hashtags,0,349,18,21,59,6250,491,126,6
2025-10-31,19,Friday,carousel,Photography,Reels Feed,1,495,21,21,62,7454,988,119,7
2025-02-26,4,Wednesday,reel,Lifestyle,Home Feed,0,319,7,15,54,7310,551,136,5
2025-04-02,22,Wednesday,reel,Music,Explore,1,91,3,6,14,2069,532,118,10
2025-07-22,0,Tuesday,reel,Food,Explore,1,145,4,11,20,6426,516,125,8
2025-01-02,19,Thursday,image,Beauty,Explore,1,369,11,15,64,10210,536,118,11
2025-06-01,14,Sunday,image,Fitness,Explore,0,1312,35,67,205,31553,322,129,13
2025-08-09,19,Saturday,reel,Photography,Explore,0,624,24,42,82,9737,29,110,7
2025-01-27,6,Monday,image,Food,Reels Feed,0,153,3,10,16,12379,27,129,6
2025-05-07,11,Wednesday,carousel,Lifestyle,Explore,0,207,8,14,33,8416,197,143,10
2025-10-10,13,Friday,reel,Beauty,Profile,1,122,5,4,14,6032,72,115,7
2025-03-23,21,Sunday,reel,Comedy,External,1,266,9,14,36,8629,805,106,11
2025-01-27,23,Monday,carousel,Lifestyle,Hashtags,1,226,5,11,39,7760,363,110,7
2025-07-12,11,Saturday,reel,Music,Explore,1,160,7,3,16,2748,522,99,8
2025-05-13,19,Tuesday,carousel,Travel,Hashtags,0,378,0,16,61,15787,275,118,8
2025-01-20,15,Monday,image,Travel,Home Feed,1,293,10,16,43,7010,350,140,8
2025-02-24,23,Monday,carousel,Comedy,Hashtags,1,49,2,3,8,1312,670,130,5
2025-04-19,10,Saturday,carousel,Travel,Home Feed,0,495,15,26,75,10458,758,128,7
2025-04-16,21,Wednesday,carousel,Travel,Reels Feed,0,204,7,13,25,5299,516,128,8
2025-06-18,17,Wednesday,reel,Food,External,1,1519,54,87,259,40509,729,129,3
2024-12-07,0,Saturday,carousel,Food,Profile,0,129,0,7,26,3927,773,113,8
2025-05-12,13,Monday,image,Fitness,Explore,1,108,5,8,22,7174,298,112,4
2025-03-09,12,Sunday,carousel,Technology,Home Feed,1,83,6,4,14,3441,208,121,12
2025-02-09,7,Sunday,carousel,Comedy,Reels Feed,0,284,0,14,34,13335,124,136,5
2025-03-05,15,Wednesday,reel,Travel,Reels Feed,1,437,10,22,69,8300,441,138,5
2025-05-22,0,Thursday,carousel,Fitness,Reels Feed,1,89,4,7,13,8689,781,127,4
2025-07-30,3,Wednesday,carousel,Comedy,Home Feed,0,70,1,2,10,4996,602,119,10
2025-07-08,15,Tuesday,image,Travel,Reels Feed,0,237,4,14,38,4868,403,102,10
2025-11-03,12,Monday,reel,Photography,External,0,228,7,16,35,5864,854,134,6
2025-05-06,17,Tuesday,reel,Fashion,Profile,0,0,39,75,198,11989,848,129,8
2025-11-14,1,Friday,image,Photography,Hashtags,1,139,5,6,15,13493,394,143,10
